link,start,end,video,utterance,arousal,valence,EmotionMaxVote
https://www.youtube.com/watch?v=CROcsl0lIec,15.412683808758537,19.68286460425874,5b44393ed,utterance_4.mp4,0.17009126740299998,-0.0236966881471,4
https://www.youtube.com/watch?v=CROcsl0lIec,21.250821615106467,36.796948573724386,5b44393ed,utterance_6.mp4,0.417668314388,0.292946929716,3
https://www.youtube.com/watch?v=CROcsl0lIec,37.13055644837284,45.33731016472479,5b44393ed,utterance_7.mp4,0.398645656332,0.325004309635,4
https://www.youtube.com/watch?v=CROcsl0lIec,45.30394937725994,68.99010847730013,5b44393ed,utterance_8.mp4,0.702572620318,0.0135435708553,0
https://www.youtube.com/watch?v=CROcsl0lIec,69.59060265166733,75.42874045801526,5b44393ed,utterance_9.mp4,0.34335730151199995,-0.333560765435,5
https://www.youtube.com/watch?v=CROcsl0lIec,75.66226597026919,89.37354961832061,5b44393ed,utterance_10.mp4,0.603970497823,-0.08537790076089999,0
https://www.youtube.com/watch?v=CROcsl0lIec,95.74546002410607,98.94809562073122,5b44393ed,utterance_12.mp4,0.4836010168330001,0.347528659204,3
https://www.youtube.com/watch?v=CROcsl0lIec,99.48186822016874,109.22321815990357,5b44393ed,utterance_13.mp4,0.436187637377,-0.0248203105739,4
https://www.youtube.com/watch?v=CROcsl0lIec,109.990516271595,110.59101044596223,5b44393ed,utterance_14.mp4,0.344783246917,-0.119610683215,3
https://www.youtube.com/watch?v=CROcsl0lIec,110.92461832061069,112.42585375652872,5b44393ed,utterance_15.mp4,0.29879489367600004,-0.0868819929356,3
https://www.youtube.com/watch?v=CROcsl0lIec,112.792822418642,125.43656086781839,5b44393ed,utterance_16.mp4,0.528364154705,0.135725164987,4
https://www.youtube.com/watch?v=CROcsl0lIec,125.87025110486138,126.50410606669344,5b44393ed,utterance_17.mp4,0.218493350879,-0.0224143563493,4
https://www.youtube.com/watch?v=CROcsl0lIec,127.03787866613096,131.50822418642025,5b44393ed,utterance_18.mp4,0.489614452894,-0.133296956032,1
https://www.youtube.com/watch?v=CROcsl0lIec,131.94191442346323,135.94520891924466,5b44393ed,utterance_19.mp4,0.429146435651,-0.295223906023,2
https://www.youtube.com/watch?v=CROcsl0lIec,136.14537364403373,145.18614704700684,5b44393ed,utterance_20.mp4,0.713060923864,0.101011519934,0
https://www.youtube.com/watch?v=CROcsl0lIec,145.48639413419045,148.3554218561671,5b44393ed,utterance_21.mp4,0.392016068969,0.206028424758,4
https://www.youtube.com/watch?v=CROcsl0lIec,148.98927681799918,149.89001807955003,5b44393ed,utterance_22.mp4,0.169643209147,-0.00160022291564,4
https://www.youtube.com/watch?v=Zrx1BfbOysg,0.0,0.6662739322533137,8c56c5ac5,utterance_1.mp4,0.101285536061,-0.345701782852,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,1.1659793814432988,2.831664212076583,8c56c5ac5,utterance_2.mp4,0.0962556351496,-0.420727768781,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,4.663917525773195,10.410530191458026,8c56c5ac5,utterance_3.mp4,0.228971917322,-0.445180396573,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,10.493814432989689,13.575331369661265,8c56c5ac5,utterance_4.mp4,0.192381891118,-0.259251286696,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,13.991752577319588,17.489690721649485,8c56c5ac5,utterance_5.mp4,0.145036006893,-0.476546334832,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,18.07268041237113,22.986450662739323,8c56c5ac5,utterance_6.mp4,0.154583118367,-0.391777381074,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,23.31958762886598,24.31899852724595,8c56c5ac5,utterance_7.mp4,0.151967076644,-0.246855895592,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,24.48556701030928,25.734830633284243,8c56c5ac5,utterance_8.mp4,0.0898174527755,-0.421217393561,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,26.234536082474225,26.984094256259205,8c56c5ac5,utterance_9.mp4,0.0690685865169,-0.340806132908,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,27.400515463917525,29.649189985272457,8c56c5ac5,utterance_10.mp4,0.124766413205,-0.34890805542,4
https://www.youtube.com/watch?v=Zrx1BfbOysg,29.732474226804122,34.81281296023564,8c56c5ac5,utterance_11.mp4,0.245231803394,-0.579282817077,1
https://www.youtube.com/watch?v=Zrx1BfbOysg,36.14536082474226,39.64329896907216,8c56c5ac5,utterance_12.mp4,0.191231575084,-0.682328613563,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,40.22628865979381,44.72363770250368,8c56c5ac5,utterance_13.mp4,0.22422883923,-0.500522839808,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,44.890206185567,45.806332842415316,8c56c5ac5,utterance_14.mp4,0.139232466799,-0.379475943489,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,46.0561855670103,54.05147275405007,8c56c5ac5,utterance_15.mp4,0.380411277891,-0.437938268842,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,54.2180412371134,54.96759941089838,8c56c5ac5,utterance_16.mp4,0.189841282594,-0.304030650186,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,55.384020618556704,56.13357879234167,8c56c5ac5,utterance_17.mp4,0.16845599029199998,-0.366381008264,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,56.55,60.54764359351988,8c56c5ac5,utterance_18.mp4,0.4072379372860001,-0.45323176396,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,61.2139175257732,63.21273932253313,8c56c5ac5,utterance_19.mp4,0.259271858125,-0.3795817540300001,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,62.96288659793814,65.46141384388807,8c56c5ac5,utterance_20.mp4,0.249470333277,-0.712417450416,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,65.87783505154638,69.54234167893962,8c56c5ac5,utterance_21.mp4,0.195270009833,-0.658494302417,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,69.95876288659794,70.79160530191459,8c56c5ac5,utterance_22.mp4,0.289740101998,-0.443513133297,1
https://www.youtube.com/watch?v=Zrx1BfbOysg,71.12474226804123,79.95287187039764,8c56c5ac5,utterance_23.mp4,0.59195435547,-0.505298746605,0
https://www.youtube.com/watch?v=Zrx1BfbOysg,85.69948453608247,87.61502209131075,8c56c5ac5,utterance_27.mp4,0.130645092496,-0.512250961683,5
https://www.youtube.com/watch?v=Zrx1BfbOysg,87.44845360824742,98.02555228276877,8c56c5ac5,utterance_28.mp4,0.194935250914,-0.499032193363,5
https://www.youtube.com/watch?v=Y50P3WlXVDk,0.0,3.1270718232044197,76eecf968,utterance_1.mp4,0.123479561507,0.665830071665,3
https://www.youtube.com/watch?v=Y50P3WlXVDk,3.7941804788213633,12.258121546961325,76eecf968,utterance_2.mp4,0.176658985679,0.6507649529940001,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,12.54998158379374,19.179373848987108,76eecf968,utterance_3.mp4,0.0661572419192,0.682171496949,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,19.262762430939226,21.222394106813997,76eecf968,utterance_4.mp4,0.089934732059,0.461225866227,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,21.59764272559853,26.434180478821364,76eecf968,utterance_5.mp4,0.0470916859373,0.617808544766,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,26.851123388581954,32.6883241252302,76eecf968,utterance_6.mp4,0.266106586413,0.776974133486,3
https://www.youtube.com/watch?v=Y50P3WlXVDk,32.6883241252302,35.48184162062615,76eecf968,utterance_7.mp4,0.06829668906240001,0.517389320659,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,35.89878453038674,44.98813996316759,76eecf968,utterance_8.mp4,0.277739069585,0.492275101254,4
https://www.youtube.com/watch?v=Y50P3WlXVDk,45.53016574585636,50.408397790055254,76eecf968,utterance_9.mp4,0.31172484829,0.576011227945,3
