link,start,end,video,utterance,arousal,valence,EmotionMaxVote
https://www.youtube.com/watch?v=_bg0TrqHcBs,0.0,16.231716064757162,1f61459b0,utterance_1.mp4,0.468657983622,0.6965706155500001,3
https://www.youtube.com/watch?v=_bg0TrqHcBs,16.565016189290162,21.864488169364886,1f61459b0,utterance_2.mp4,0.686896528144,-0.059614634262800004,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,22.164458281444578,29.43040099626401,1f61459b0,utterance_3.mp4,0.373679363448,-0.10670797912999999,1
https://www.youtube.com/watch?v=_bg0TrqHcBs,29.63038107098381,33.09670236612702,1f61459b0,utterance_4.mp4,0.543496937421,-0.0259948647385,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,33.363342465753426,38.26285429638854,1f61459b0,utterance_5.mp4,0.331836433146,0.112043517843,4
https://www.youtube.com/watch?v=_bg0TrqHcBs,38.96278455790785,55.627790784557895,1f61459b0,utterance_6.mp4,0.773610076828,-0.12936313720200002,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,56.2277310087173,61.66052303860522,1f61459b0,utterance_7.mp4,0.8036873998090001,-0.242422755139,2
https://www.youtube.com/watch?v=_bg0TrqHcBs,62.06048318804483,63.96029389788293,1f61459b0,utterance_8.mp4,0.631469499037,-0.0885037529346,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,64.16027397260274,78.8588094645081,1f61459b0,utterance_9.mp4,0.745946791767,-0.15324011998,2
https://www.youtube.com/watch?v=_bg0TrqHcBs,79.55873972602737,83.19171108343708,1f61459b0,utterance_10.mp4,0.8383010290459999,-0.245898799206,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,83.52501120797011,84.75822166874222,1f61459b0,utterance_11.mp4,0.739452043619,-0.08416981270739997,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,84.92487173100871,87.39129265255293,1f61459b0,utterance_12.mp4,0.677710659182,0.0287402571058,4
https://www.youtube.com/watch?v=_bg0TrqHcBs,87.72459277708593,92.92407471980074,1f61459b0,utterance_13.mp4,0.540005186437,-0.179569905821,4
https://www.youtube.com/watch?v=_bg0TrqHcBs,93.09072478206726,104.32293897882938,1f61459b0,utterance_14.mp4,0.549332681532,-0.281824288676,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,31.732612448886872,39.49910268059973,a1b44e5f3,utterance_10.mp4,0.653701568838,-0.602524615238,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,55.53207178555203,61.09861199454792,a1b44e5f3,utterance_14.mp4,0.587999870164,-0.541147245292,1
https://www.youtube.com/watch?v=XPXSWf1h0h4,64.86519309404815,70.33173557473876,a1b44e5f3,utterance_16.mp4,0.7665184326569999,-0.6271402289600001,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,82.13146751476602,83.46477055883689,a1b44e5f3,utterance_19.mp4,0.35542384124799997,0.380604658488,3
https://www.youtube.com/watch?v=XPXSWf1h0h4,85.16473194002725,88.03133348477964,a1b44e5f3,utterance_21.mp4,0.543050346646,0.386876100609,3
https://www.youtube.com/watch?v=XPXSWf1h0h4,88.19799636528849,91.96457746478872,a1b44e5f3,utterance_22.mp4,0.312368804236,0.016705944289799997,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,93.56454111767378,101.29769877328485,a1b44e5f3,utterance_23.mp4,0.764946435545,0.193151011677,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,112.69743980009086,113.69741708314402,a1b44e5f3,utterance_29.mp4,0.421741363948,0.199441173486,4
https://www.youtube.com/watch?v=XPXSWf1h0h4,114.09740799636528,114.63072921399365,a1b44e5f3,utterance_30.mp4,0.412004903165,0.240332357199,4
https://www.youtube.com/watch?v=XPXSWf1h0h4,117.13067242162651,120.66392548841436,a1b44e5f3,utterance_32.mp4,0.709827023585,0.792284362691,3
https://www.youtube.com/watch?v=XPXSWf1h0h4,122.49721717401181,125.49714902317127,a1b44e5f3,utterance_33.mp4,0.8233468745720001,-0.204116869229,0
